,movieId,title,genres,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentary,IMAX,Western,Film-Noir
1113,1449.0,Waiting for Guffman (1996),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,1453.0,"Beautician and the Beast, The (1997)","['Comedy', 'Romance']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,1454.0,SubUrbia (1997),"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1116,1456.0,"Pest, The (1997)",['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,1457.0,Fools Rush In (1997),"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1118,1458.0,Touch (1997),"['Drama', 'Fantasy', 'Romance']",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1119,1459.0,Absolute Power (1997),"['Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1120,1460.0,That Darn Cat (1997),"['Children', 'Comedy', 'Mystery']",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1121,1461.0,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,1464.0,Lost Highway (1997),"['Crime', 'Drama', 'Fantasy', 'Film-Noir', 'Mystery', 'Romance']",0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1
1123,1465.0,Rosewood (1997),"['Action', 'Drama']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1124,1466.0,Donnie Brasco (1997),"['Crime', 'Drama']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1125,1468.0,Booty Call (1997),"['Comedy', 'Romance']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,1473.0,Best Men (1997),"['Action', 'Comedy', 'Crime', 'Drama']",0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1127,1474.0,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),"['Children', 'Comedy']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,1475.0,Kama Sutra: A Tale of Love (1996),['Romance'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,1476.0,Private Parts (1997),"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1130,1477.0,Love Jones (1997),['Romance'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,1479.0,"Saint, The (1997)","['Action', 'Romance', 'Sci-Fi', 'Thriller']",0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
1132,1480.0,Smilla's Sense of Snow (1997),"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1133,1483.0,Crash (1996),"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1134,1484.0,"Daytrippers, The (1996)","['Comedy', 'Drama', 'Mystery', 'Romance']",0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1135,1485.0,Liar Liar (1997),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,1487.0,Selena (1997),"['Drama', 'Musical']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1137,1488.0,"Devil's Own, The (1997)","['Action', 'Drama', 'Thriller']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1138,1489.0,Cats Don't Dance (1997),"['Animation', 'Children', 'Musical']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1139,1490.0,B*A*P*S (1997),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,1493.0,Love and Other Catastrophes (1996),['Romance'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,1495.0,Turbo: A Power Rangers Movie (1997),"['Action', 'Adventure', 'Children']",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1142,1496.0,Anna Karenina (1997),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1143,1497.0,Double Team (1997),['Action'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1144,1498.0,Inventing the Abbotts (1997),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1145,1499.0,Anaconda (1997),"['Action', 'Adventure', 'Thriller']",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1146,1500.0,Grosse Pointe Blank (1997),"['Comedy', 'Crime', 'Romance']",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1147,1502.0,Kissed (1996),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1148,1503.0,8 Heads in a Duffel Bag (1997),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,1507.0,Paradise Road (1997),"['Drama', 'War']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1150,1513.0,Romy and Michele's High School Reunion (1997),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,1514.0,Temptress Moon (Feng Yue) (1996),['Romance'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,1515.0,Volcano (1997),"['Action', 'Drama', 'Thriller']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1153,1516.0,Children of the Revolution (1996),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,1517.0,Austin Powers: International Man of Mystery (1997),"['Action', 'Adventure', 'Comedy']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1155,1518.0,Breakdown (1997),"['Action', 'Thriller']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1156,1519.0,Broken English (1996),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1157,1526.0,Fathers' Day (1997),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,1527.0,"Fifth Element, The (1997)","['Action', 'Adventure', 'Comedy', 'Sci-Fi']",1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1159,1529.0,Nowhere (1997),"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1160,1533.0,"Promise, The (La promesse) (1996)",['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1161,1537.0,Shall We Dance? (Shall We Dansu?) (1996),"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1162,1541.0,Addicted to Love (1997),"['Comedy', 'Romance']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,1542.0,Brassed Off (1996),"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1164,1544.0,"Lost World: Jurassic Park, The (1997)","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1165,1545.0,Ponette (1996),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1166,1546.0,Schizopolis (1996),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,1547.0,Shiloh (1997),"['Children', 'Drama']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1168,1549.0,Rough Magic (1995),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1169,1550.0,Trial and Error (1997),"['Comedy', 'Romance']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,1551.0,Buddy (1997),"['Adventure', 'Children', 'Drama']",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1171,1552.0,Con Air (1997),"['Action', 'Adventure', 'Thriller']",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1172,1554.0,"Pillow Book, The (1996)","['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1173,1556.0,Speed 2: Cruise Control (1997),"['Action', 'Romance', 'Thriller']",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1174,1562.0,Batman & Robin (1997),"['Action', 'Adventure', 'Fantasy', 'Thriller']",1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1175,1564.0,For Roseanna (Roseanna's Grave) (1997),"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1176,1565.0,Head Above Water (1996),"['Comedy', 'Thriller']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1177,1566.0,Hercules (1997),"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1178,1569.0,My Best Friend's Wedding (1997),"['Comedy', 'Romance']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,1571.0,When the Cat's Away (Chacun cherche son chat) (1996),"['Comedy', 'Romance']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,1572.0,"Contempt (Mépris, Le) (1963)",['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1181,1573.0,Face/Off (1997),"['Action', 'Crime', 'Drama', 'Thriller']",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1182,1574.0,Fall (1997),['Romance'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,1580.0,Men in Black (a.k.a. MIB) (1997),"['Action', 'Comedy', 'Sci-Fi']",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1184,1581.0,Out to Sea (1997),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,1582.0,Wild America (1997),"['Adventure', 'Children']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,1583.0,"Simple Wish, A (1997)","['Children', 'Fantasy']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,1584.0,Contact (1997),"['Drama', 'Sci-Fi']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1188,1585.0,Love Serenade (1996),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,1586.0,G.I. Jane (1997),"['Action', 'Drama']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1190,1587.0,Conan the Barbarian (1982),"['Action', 'Adventure', 'Fantasy']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1191,1588.0,George of the Jungle (1997),"['Children', 'Comedy']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,1589.0,Cop Land (1997),"['Action', 'Crime', 'Drama', 'Thriller']",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1193,1590.0,Event Horizon (1997),"['Horror', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
1194,1591.0,Spawn (1997),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1195,1592.0,Air Bud (1997),"['Children', 'Comedy']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,1593.0,Picture Perfect (1997),"['Comedy', 'Romance']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,1594.0,In the Company of Men (1997),"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1198,1596.0,Career Girls (1997),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1199,1597.0,Conspiracy Theory (1997),"['Drama', 'Mystery', 'Romance', 'Thriller']",0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
1200,1598.0,Desperate Measures (1998),"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1201,1599.0,Steel (1997),['Action'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1202,1600.0,She's So Lovely (1997),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1203,1601.0,Hoodlum (1997),"['Crime', 'Drama', 'Film-Noir']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1204,1602.0,Leave It to Beaver (1997),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,1603.0,Mimic (1997),"['Horror', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
1206,1604.0,Money Talks (1997),"['Action', 'Comedy']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1207,1605.0,Excess Baggage (1997),"['Adventure', 'Romance']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,1606.0,Kull the Conqueror (1997),"['Action', 'Adventure']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1209,1608.0,Air Force One (1997),"['Action', 'Thriller']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1210,1609.0,187 (One Eight Seven) (1997),"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1211,1610.0,"Hunt for Red October, The (1990)","['Action', 'Adventure', 'Thriller']",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1212,1611.0,My Own Private Idaho (1991),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1213,1612.0,"Kiss Me, Guido (1997)",['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,1613.0,Star Maps (1997),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1215,1614.0,In & Out (1997),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,1615.0,"Edge, The (1997)","['Adventure', 'Drama']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1217,1616.0,"Peacemaker, The (1997)","['Action', 'Thriller', 'War']",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1218,1617.0,L.A. Confidential (1997),"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
1219,1619.0,Seven Years in Tibet (1997),"['Adventure', 'Drama', 'War']",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1220,1620.0,Kiss the Girls (1997),"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
1221,1621.0,Soul Food (1997),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1222,1623.0,Wishmaster (1997),['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1223,1624.0,"Thousand Acres, A (1997)",['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1224,1625.0,"Game, The (1997)","['Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1225,1626.0,Fire Down Below (1997),"['Action', 'Drama', 'Thriller']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1226,1627.0,U Turn (1997),"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1227,1629.0,"MatchMaker, The (1997)","['Comedy', 'Romance']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,1631.0,"Assignment, The (1997)","['Action', 'Thriller']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1229,1633.0,Ulee's Gold (1997),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1230,1635.0,"Ice Storm, The (1997)",['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1231,1639.0,Chasing Amy (1997),"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1232,1641.0,"Full Monty, The (1997)","['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1233,1642.0,Indian Summer (a.k.a. Alive & Kicking) (1996),"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1234,1643.0,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)","['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1235,1644.0,I Know What You Did Last Summer (1997),"['Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1236,1645.0,The Devil's Advocate (1997),"['Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1237,1646.0,RocketMan (a.k.a. Rocket Man) (1997),"['Children', 'Comedy', 'Romance', 'Sci-Fi']",0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1238,1647.0,Playing God (1997),"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1239,1648.0,"House of Yes, The (1997)","['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1240,1649.0,"Fast, Cheap & Out of Control (1997)",['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1241,1650.0,Washington Square (1997),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1242,1652.0,Year of the Horse (1997),['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1243,1653.0,Gattaca (1997),"['Drama', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1244,1654.0,FairyTale: A True Story (1997),"['Children', 'Drama', 'Fantasy']",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1245,1655.0,Phantoms (1998),"['Drama', 'Horror', 'Thriller']",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1246,1656.0,Swept from the Sea (1997),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1247,1658.0,"Life Less Ordinary, A (1997)","['Romance', 'Thriller']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1248,1659.0,Hurricane Streets (1997),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1249,1660.0,Eve's Bayou (1997),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1250,1661.0,Switchback (1997),"['Crime', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1251,1662.0,Gang Related (1997),['Crime'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1252,1663.0,Stripes (1981),"['Comedy', 'War']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1253,1665.0,Bean (1997),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,1667.0,Mad City (1997),"['Action', 'Drama']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1255,1670.0,Welcome to Sarajevo (1997),"['Drama', 'War']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1256,1671.0,Deceiver (1997),"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1257,1672.0,"Rainmaker, The (1997)",['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1258,1673.0,Boogie Nights (1997),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1259,1674.0,Witness (1985),"['Drama', 'Romance', 'Thriller']",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1260,1675.0,Incognito (1997),"['Crime', 'Thriller']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1261,1676.0,Starship Troopers (1997),"['Action', 'Sci-Fi']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1262,1677.0,Critical Care (1997),"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1263,1678.0,"Joy Luck Club, The (1993)","['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1264,1679.0,Chairman of the Board (1998),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,1680.0,Sliding Doors (1998),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1266,1681.0,Mortal Kombat: Annihilation (1997),"['Action', 'Adventure', 'Fantasy']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1267,1682.0,"Truman Show, The (1998)","['Comedy', 'Drama', 'Sci-Fi']",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1268,1683.0,"Wings of the Dove, The (1997)","['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1269,1684.0,Mrs. Dalloway (1997),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1270,1685.0,"I Love You, I Love You Not (1996)","['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1271,1686.0,Red Corner (1997),"['Crime', 'Thriller']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1272,1687.0,"Jackal, The (1997)","['Action', 'Thriller']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1273,1688.0,Anastasia (1997),"['Adventure', 'Animation', 'Children', 'Drama', 'Musical']",1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1274,1689.0,"Man Who Knew Too Little, The (1997)","['Comedy', 'Crime', 'Thriller']",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1275,1690.0,Alien: Resurrection (1997),"['Action', 'Horror', 'Sci-Fi']",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1276,1693.0,Amistad (1997),"['Drama', 'Mystery']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1277,1694.0,"Apostle, The (1997)",['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1278,1695.0,Artemisia (1997),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1279,1696.0,Bent (1997),"['Drama', 'War']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1280,1699.0,"Butcher Boy, The (1997)","['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1281,1701.0,Deconstructing Harry (1997),"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1282,1702.0,Flubber (1997),"['Children', 'Comedy', 'Fantasy']",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,1703.0,For Richer or Poorer (1997),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,1704.0,Good Will Hunting (1997),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1285,1707.0,Home Alone 3 (1997),"['Children', 'Comedy']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,1711.0,Midnight in the Garden of Good and Evil (1997),"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1287,1713.0,Mouse Hunt (1997),"['Children', 'Comedy']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,1717.0,Scream 2 (1997),"['Comedy', 'Horror', 'Mystery', 'Thriller']",0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1289,1718.0,Stranger in the House (1997),['Thriller'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1290,1719.0,"Sweet Hereafter, The (1997)",['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1291,1721.0,Titanic (1997),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1292,1722.0,Tomorrow Never Dies (1997),"['Action', 'Adventure', 'Thriller']",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1293,1726.0,"Postman, The (1997)","['Action', 'Adventure', 'Drama', 'Sci-Fi']",1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1294,1727.0,"Horse Whisperer, The (1998)","['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1295,1729.0,Jackie Brown (1997),"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1296,1730.0,Kundun (1997),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1297,1731.0,Mr. Magoo (1997),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,1732.0,"Big Lebowski, The (1998)","['Comedy', 'Crime']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1299,1733.0,Afterglow (1997),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1300,1734.0,My Life in Pink (Ma vie en rose) (1997),"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1301,1735.0,Great Expectations (1998),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1302,1739.0,3 Ninjas: High Noon On Mega Mountain (1998),"['Action', 'Children', 'Comedy']",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
